,event,date,fight_name,f1,f2,winner,method,fight_length,f1_kd,f1_sig_str_landed,f1_sig_str_att,f1_str_landed,f1_str_att,f1_td_comp,f1_td_att,f1_sub_att,f1_ctrl_time,f2_kd,f2_sig_str_landed,f2_sig_str_att,f2_str_landed,f2_str_att,f2_td_comp,f2_td_att,f2_sub_att,f2_ctrl_time,f1_avg_kd,f1_avg_sig_str_landed,f1_avg_sig_str_att,f1_avg_str_landed,f1_avg_str_att,f1_avg_td_comp,f1_avg_td_att,f1_avg_sub_att,f1_avg_ctrl_time,f2_avg_kd,f2_avg_sig_str_landed,f2_avg_sig_str_att,f2_avg_str_landed,f2_avg_str_att,f2_avg_td_comp,f2_avg_td_att,f2_avg_sub_att,f2_avg_ctrl_time,f1_win_rate,f1_finish_rate,f1_total_fights,f2_win_rate,f2_finish_rate,f2_total_fights,f1_elo,f2_elo
7030,UFC 289: Nunes vs. Aldana,2023-06-10,Mike Malott vs Adam Fugitt,Mike Malott,Adam Fugitt,Mike Malott,Submission,366,1.0,19.0,41.0,19.0,41.0,2.0,2.0,1.0,86.0,0.0,9.0,28.0,16.0,35.0,0.0,0.0,0.0,7.0,0.5,18.5,30.5,24.5,36.5,0.5,0.5,0.5,50.5,0.0,42.5,73.0,51.5,87.0,2.5,7.5,0.0,142.0,1.0,1.0,2,0.5,0.5,2,1532.2900859295453,1501.504377844375
7031,UFC 289: Nunes vs. Aldana,2023-06-10,Dan Ige vs Nate Landwehr,Dan Ige,Nate Landwehr,Dan Ige,Decision - Unanimous,900,1.0,88.0,184.0,88.0,184.0,0.0,0.0,0.0,41.0,0.0,74.0,195.0,74.0,195.0,0.0,4.0,0.0,26.0,0.3076923076923077,48.46153846153846,106.07692307692308,61.69230769230769,122.23076923076923,0.8461538461538461,3.8461538461538463,0.07692307692307693,88.07692307692308,0.3333333333333333,49.666666666666664,111.83333333333333,52.833333333333336,115.66666666666667,0.16666666666666666,1.3333333333333333,0.0,28.0,0.6153846153846154,0.3076923076923077,13,0.6666666666666666,0.3333333333333333,6,1549.2993217867327,1535.8321935055515
7032,UFC 289: Nunes vs. Aldana,2023-06-10,Amanda Nunes vs Irene Aldana,Amanda Nunes,Irene Aldana,Amanda Nunes,Decision - Unanimous,1500,0.0,142.0,267.0,196.0,323.0,6.0,13.0,0.0,420.0,0.0,41.0,143.0,57.0,159.0,0.0,0.0,0.0,10.0,0.47058823529411764,46.23529411764706,89.23529411764706,62.76470588235294,109.6470588235294,1.8823529411764706,3.176470588235294,0.5882352941176471,222.47058823529412,0.09090909090909091,66.0,182.54545454545453,81.36363636363636,200.63636363636363,0.45454545454545453,1.2727272727272727,0.0,33.0,0.8823529411764706,0.5882352941176471,17,0.6363636363636364,0.36363636363636365,11,1666.6895731144982,1554.1390422958673
7033,UFC 289: Nunes vs. Aldana,2023-06-10,Aiemann Zahabi vs Aoriqileng,Aiemann Zahabi,Aoriqileng,Aiemann Zahabi,KO/TKO,64,1.0,5.0,8.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.4,36.2,83.0,36.8,83.6,0.2,1.2,0.0,32.0,0.5,87.0,169.25,100.25,185.0,1.0,2.75,0.0,123.0,0.6,0.2,5,0.5,0.25,4,1516.8609691111747,1500.7361660897118
7034,UFC 289: Nunes vs. Aldana,2023-06-10,Kyle Nelson vs Blake Bilder,Kyle Nelson,Blake Bilder,Kyle Nelson,Decision - Unanimous,900,0.0,59.0,126.0,83.0,150.0,0.0,1.0,0.0,141.0,0.0,45.0,120.0,84.0,159.0,0.0,3.0,0.0,165.0,0.0,31.0,67.0,36.2,73.2,0.4,4.0,0.8,112.8,0.0,111.0,190.0,126.0,206.0,1.0,7.0,0.0,103.0,0.2,0.2,5,1.0,0.0,1,1457.6966533400005,1515.2942429256116
7035,UFC 289: Nunes vs. Aldana,2023-06-10,David Dvorak vs Steve Erceg,David Dvorak,Steve Erceg,Steve Erceg,Decision - Unanimous,900,0.0,53.0,114.0,56.0,117.0,1.0,3.0,0.0,117.0,0.0,54.0,140.0,56.0,142.0,3.0,4.0,1.0,89.0,0.0,43.2,102.2,57.0,118.4,0.4,1.4,0.2,69.4,,,,,,,,,,0.6,0.2,5,,,0,1513.273888988099,1500.0
7036,UFC 289: Nunes vs. Aldana,2023-06-10,Diana Belbita vs Maria Oliveira,Diana Belbita,Maria Oliveira,Diana Belbita,Decision - Unanimous,900,0.0,106.0,208.0,154.0,258.0,1.0,2.0,0.0,124.0,0.0,64.0,168.0,85.0,200.0,2.0,5.0,0.0,246.0,0.25,76.75,181.0,90.0,197.0,0.5,1.0,0.0,57.5,0.0,84.66666666666667,174.0,100.33333333333333,192.66666666666666,0.6666666666666666,1.0,0.0,17.0,0.25,0.0,4,0.3333333333333333,0.0,3,1468.4815485344338,1484.1287692907035
7037,UFC 289: Nunes vs. Aldana,2023-06-10,Miranda Maverick vs Jasmine Jasudavicius,Miranda Maverick,Jasmine Jasudavicius,Jasmine Jasudavicius,Decision - Unanimous,900,0.0,63.0,127.0,68.0,132.0,0.0,3.0,0.0,7.0,0.0,67.0,158.0,115.0,235.0,1.0,1.0,0.0,455.0,0.0,45.0,101.83333333333333,86.83333333333333,152.66666666666666,2.1666666666666665,3.5,0.3333333333333333,193.83333333333334,0.0,57.333333333333336,117.0,91.0,154.66666666666666,1.3333333333333333,2.3333333333333335,0.0,145.0,0.6666666666666666,0.16666666666666666,6,0.6666666666666666,0.0,3,1530.5047858415626,1515.2667411947261
7038,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Zac Pauga vs Modestas Bukauskas,Zac Pauga,Modestas Bukauskas,Modestas Bukauskas,Decision - Unanimous,900,0.0,67.0,117.0,72.0,123.0,1.0,5.0,0.0,137.0,0.0,56.0,112.0,62.0,120.0,0.0,0.0,0.0,80.0,0.0,45.5,67.5,59.0,82.5,0.0,3.0,0.0,260.0,0.2,33.6,77.2,40.2,84.0,0.0,0.6,0.0,27.0,0.5,0.0,2,0.4,0.2,5,1499.1619173446777,1487.4370924223956
7039,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Tereza Bleda vs Gabriella Fernandes,Tereza Bleda,Gabriella Fernandes,Tereza Bleda,Decision - Unanimous,900,0.0,57.0,99.0,181.0,235.0,3.0,10.0,0.0,651.0,0.0,23.0,47.0,47.0,72.0,0.0,0.0,0.0,10.0,0.0,18.0,47.0,25.0,55.0,1.0,7.0,2.0,296.0,0.0,26.0,56.0,54.0,86.0,0.0,1.0,0.0,4.0,0.0,0.0,1,0.0,0.0,1,1484.7700682218706,1483.9646021087308
7040,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Marvin Vettori vs Jared Cannonier,Marvin Vettori,Jared Cannonier,Jared Cannonier,Decision - Unanimous,1500,0.0,153.0,301.0,154.0,302.0,1.0,1.0,0.0,28.0,0.0,241.0,411.0,257.0,428.0,4.0,6.0,0.0,187.0,0.07692307692307693,72.07692307692308,159.23076923076923,103.46153846153847,197.46153846153845,2.076923076923077,4.615384615384615,0.46153846153846156,240.3846153846154,0.3333333333333333,46.0,110.06666666666666,54.8,120.2,0.5333333333333333,2.466666666666667,0.06666666666666667,75.2,0.6923076923076923,0.15384615384615385,13,0.6,0.4,15,1589.6808136940522,1578.3727342066813
7041,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Armen Petrosyan vs Christian Leroy Duncan,Armen Petrosyan,Christian Leroy Duncan,Armen Petrosyan,Decision - Unanimous,900,0.0,89.0,156.0,111.0,179.0,1.0,2.0,0.0,201.0,0.0,59.0,122.0,73.0,136.0,0.0,3.0,0.0,69.0,0.0,92.0,179.33333333333334,106.0,203.33333333333334,0.0,0.3333333333333333,0.0,26.333333333333332,0.0,4.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3,1.0,1.0,1,1516.624638001316,1515.8898913587668
7042,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Pat Sabatini vs Lucas Almeida,Pat Sabatini,Lucas Almeida,Pat Sabatini,Submission,408,0.0,27.0,35.0,88.0,97.0,2.0,3.0,1.0,387.0,0.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.2,16.0,28.8,62.0,80.8,2.4,5.6,1.2,346.4,2.0,75.0,152.0,94.0,171.0,0.0,0.0,0.0,133.0,0.8,0.2,5,1.0,1.0,1,1543.2182056601048,1516.737545999224
7043,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Manuel Torres vs Nikolas Motta,Manuel Torres,Nikolas Motta,Manuel Torres,KO/TKO,110,1.0,13.0,17.0,13.0,17.0,0.0,0.0,0.0,1.0,0.0,7.0,14.0,7.0,14.0,0.0,0.0,0.0,0.0,1.0,34.0,64.0,34.0,64.0,0.0,1.0,0.0,16.0,0.0,18.0,48.5,18.0,48.5,0.0,0.0,0.0,0.0,1.0,1.0,1,0.5,0.5,2,1514.2872586921185,1502.216284078001
7044,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Nicolas Dalby vs Muslim Salikhov,Nicolas Dalby,Muslim Salikhov,Nicolas Dalby,Decision - Unanimous,900,0.0,86.0,140.0,104.0,158.0,2.0,5.0,0.0,396.0,0.0,57.0,88.0,70.0,101.0,2.0,2.0,0.0,55.0,0.0,51.375,128.75,75.125,154.375,1.0,3.625,0.125,161.875,0.25,32.25,73.25,40.125,82.375,0.875,3.0,0.125,72.625,0.625,0.0,8,0.75,0.375,8,1540.8394144863923,1571.2141494264936
7045,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Jimmy Flick vs Alessandro Costa,Jimmy Flick,Alessandro Costa,Alessandro Costa,KO/TKO,363,0.0,14.0,37.0,14.0,37.0,0.0,4.0,0.0,14.0,1.0,65.0,91.0,65.0,92.0,0.0,0.0,0.0,50.0,0.0,6.5,13.5,7.0,14.0,0.5,2.0,0.5,12.0,0.0,17.0,71.0,38.0,107.0,0.0,0.0,0.0,0.0,0.5,0.5,2,0.0,0.0,1,1499.2352978509423,1486.0914357106901
7046,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Kyung Ho Kang vs Cristian Quinonez,Kyung Ho Kang,Cristian Quinonez,Kyung Ho Kang,Submission,145,1.0,22.0,37.0,31.0,46.0,1.0,1.0,1.0,40.0,0.0,13.0,29.0,13.0,29.0,0.0,0.0,0.0,0.0,0.3,41.1,83.4,89.3,137.5,1.4,2.5,0.8,280.7,0.0,19.0,47.0,19.0,47.0,0.0,0.0,0.0,2.0,0.7,0.3,10,1.0,1.0,1,1559.7736969874072,1514.6817468605936
7047,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Carlos Hernandez vs Denys Bondar,Carlos Hernandez,Denys Bondar,Carlos Hernandez,Decision - Unanimous,899,0.0,102.0,233.0,108.0,239.0,2.0,7.0,0.0,40.0,0.0,76.0,170.0,82.0,176.0,2.0,5.0,0.0,29.0,0.0,43.5,89.5,46.5,92.5,1.0,4.5,0.0,41.0,0.0,4.0,5.0,4.0,5.0,1.0,1.0,0.0,37.0,0.5,0.0,2,0.0,0.0,1,1499.3283389709222,1483.3939990237836
7048,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Arman Tsarukyan vs Joaquim Silva,Arman Tsarukyan,Joaquim Silva,Arman Tsarukyan,KO/TKO,805,0.0,80.0,115.0,134.0,175.0,4.0,5.0,0.0,541.0,0.0,23.0,41.0,77.0,96.0,0.0,0.0,0.0,0.0,0.25,48.5,107.5,83.875,149.875,3.0,9.0,0.0,289.375,0.375,38.75,92.5,48.5,104.625,0.25,0.625,0.375,27.375,0.75,0.25,8,0.625,0.375,8,1569.3365458649193,1523.4558636190661
7049,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Trevor Peek vs Chepe Mariscal,Trevor Peek,Chepe Mariscal,Chepe Mariscal,Decision - Unanimous,900,0.0,51.0,125.0,65.0,140.0,0.0,0.0,0.0,83.0,0.0,71.0,117.0,145.0,203.0,4.0,12.0,1.0,329.0,2.0,51.0,86.0,51.0,86.0,0.0,1.0,0.0,16.0,,,,,,,,,,1.0,1.0,1,,,0,1514.671211648433,1500.0
7050,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Josh Emmett vs Ilia Topuria,Josh Emmett,Ilia Topuria,Ilia Topuria,Decision - Unanimous,1500,0.0,87.0,305.0,89.0,309.0,0.0,0.0,0.0,0.0,1.0,152.0,344.0,171.0,365.0,3.0,3.0,0.0,215.0,0.9166666666666666,53.5,141.41666666666666,58.333333333333336,148.08333333333334,0.9166666666666666,2.4166666666666665,0.08333333333333333,64.41666666666667,0.4,21.4,47.0,29.6,59.0,1.2,2.6,1.2,162.8,0.75,0.25,12,1.0,0.8,5,1597.3546927884443,1581.4420384129317
7051,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Amanda Ribas vs Maycee Barber,Amanda Ribas,Maycee Barber,Maycee Barber,KO/TKO,522,0.0,35.0,74.0,43.0,85.0,2.0,3.0,0.0,145.0,0.0,81.0,124.0,93.0,139.0,0.0,1.0,0.0,82.0,0.0,54.25,127.625,98.125,178.875,1.625,3.125,0.75,242.75,0.0,32.55555555555556,73.0,50.111111111111114,95.88888888888889,0.4444444444444444,1.3333333333333333,0.2222222222222222,135.0,0.75,0.25,8,0.7777777777777778,0.3333333333333333,9,1560.3475531849897,1572.7441034566978
7052,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Jamall Emmers vs Jack Jenkins,Jamall Emmers,Jack Jenkins,Jack Jenkins,Decision - Split,900,0.0,57.0,155.0,76.0,185.0,1.0,6.0,0.0,257.0,0.0,59.0,119.0,85.0,154.0,1.0,1.0,0.0,15.0,0.0,57.25,120.25,65.25,131.5,2.0,4.0,0.25,201.0,0.0,50.0,102.0,128.0,187.0,1.0,3.0,2.0,136.0,0.5,0.0,4,1.0,0.0,1,1502.738242384779,1515.404246272649
7053,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Cody Brundage vs Sedriques Dumas,Cody Brundage,Sedriques Dumas,Sedriques Dumas,Decision - Unanimous,900,0.0,3.0,10.0,31.0,43.0,2.0,4.0,1.0,113.0,0.0,17.0,22.0,77.0,96.0,0.0,0.0,0.0,668.0,0.4,13.4,26.2,25.6,40.2,1.0,2.0,0.6,81.0,0.0,33.0,61.0,48.0,78.0,2.0,2.0,2.0,267.0,0.4,0.4,5,0.0,0.0,1,1485.048377452584,1482.5060026218684
7054,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Zhalgas Zhumagulov vs Joshua Van,Zhalgas Zhumagulov,Joshua Van,Joshua Van,Decision - Split,900,0.0,103.0,287.0,104.0,291.0,1.0,5.0,0.0,70.0,0.0,120.0,234.0,131.0,245.0,0.0,2.0,0.0,1.0,0.0,53.666666666666664,116.66666666666667,66.16666666666667,130.5,1.0,5.166666666666667,0.16666666666666666,77.16666666666667,,,,,,,,,,0.16666666666666666,0.16666666666666666,6,,,0,1440.612573272485,1500.0
7055,UFC Fight Night: Emmett vs. Topuria,2023-06-24,David Onama vs Gabriel Santos,David Onama,Gabriel Santos,David Onama,KO/TKO,553,1.0,53.0,104.0,59.0,118.0,0.0,1.0,0.0,173.0,0.0,39.0,73.0,56.0,90.0,2.0,4.0,2.0,91.0,0.5,56.5,123.25,70.5,140.25,0.75,3.75,0.25,62.25,0.0,69.0,122.0,87.0,141.0,5.0,11.0,0.0,240.0,0.5,0.5,4,0.0,0.0,1,1499.9303963464772,1486.2942810227644
7056,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Mateusz Rebecki vs Loik Radzhabov,Mateusz Rebecki,Loik Radzhabov,Mateusz Rebecki,KO/TKO,456,2.0,54.0,95.0,64.0,110.0,1.0,1.0,1.0,117.0,0.0,19.0,54.0,19.0,54.0,0.0,0.0,0.0,3.0,0.0,89.0,171.0,130.0,228.0,3.0,4.0,0.0,507.0,0.0,40.0,85.0,67.0,117.0,11.0,21.0,0.0,459.0,1.0,0.0,1,1.0,0.0,1,1516.0,1516.0
7057,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Randy Brown vs Wellington Turman,Randy Brown,Wellington Turman,Randy Brown,Decision - Unanimous,900,0.0,64.0,134.0,78.0,156.0,2.0,2.0,0.0,167.0,0.0,55.0,105.0,96.0,153.0,0.0,5.0,0.0,185.0,0.26666666666666666,45.266666666666666,95.33333333333333,53.06666666666667,104.26666666666667,0.4666666666666667,1.4,0.4,114.8,0.0,34.0,67.42857142857143,45.857142857142854,80.57142857142857,1.2857142857142858,4.857142857142857,0.7142857142857143,188.71428571428572,0.6666666666666666,0.3333333333333333,15,0.42857142857142855,0.14285714285714285,7,1580.4958568458221,1490.3164196518335
7058,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Neil Magny vs Phil Rowe,Neil Magny,Phil Rowe,Neil Magny,Decision - Split,900,0.0,29.0,65.0,109.0,159.0,0.0,3.0,0.0,271.0,0.0,34.0,64.0,51.0,86.0,1.0,2.0,0.0,278.0,0.06896551724137931,44.827586206896555,97.0,77.75862068965517,133.6551724137931,2.0,4.724137931034483,0.2413793103448276,164.44827586206895,0.25,33.75,73.5,42.75,83.0,1.25,3.5,0.5,206.75,0.6896551724137931,0.2413793103448276,29,0.75,0.75,4,1629.2520774238371,1533.0711296741504
7059,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Brendan Allen vs Bruno Silva,Brendan Allen,Bruno Silva,Brendan Allen,Submission,279,1.0,30.0,56.0,40.0,69.0,0.0,2.0,1.0,149.0,0.0,20.0,38.0,24.0,42.0,0.0,0.0,0.0,2.0,0.18181818181818182,35.81818181818182,67.36363636363636,49.72727272727273,83.63636363636364,0.7272727272727273,1.3636363636363635,0.9090909090909091,147.45454545454547,0.36363636363636365,35.36363636363637,77.18181818181819,48.36363636363637,92.27272727272727,0.7272727272727273,2.8181818181818183,0.2727272727272727,78.81818181818181,0.8181818181818182,0.5454545454545454,11,0.6363636363636364,0.6363636363636364,11,1605.502580052256,1548.6593996250738
7060,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Tabatha Ricci vs Gillian Robertson,Tabatha Ricci,Gillian Robertson,Tabatha Ricci,Decision - Unanimous,900,0.0,100.0,315.0,101.0,318.0,3.0,8.0,0.0,38.0,0.0,76.0,219.0,78.0,225.0,1.0,4.0,0.0,26.0,0.0,37.0,88.0,68.25,128.25,3.5,6.75,0.25,320.75,0.0,20.357142857142858,44.57142857142857,35.857142857142854,61.857142857142854,1.0714285714285714,2.2857142857142856,0.2857142857142857,190.5,0.75,0.25,4,0.6428571428571429,0.5714285714285714,14,1532.0303503909481,1549.7918035102502
7061,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Kevin Lee vs Rinat Fakhretdinov,Kevin Lee,Rinat Fakhretdinov,Rinat Fakhretdinov,Submission,55,0.0,3.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,11.0,17.0,11.0,17.0,0.0,0.0,1.0,20.0,0.05555555555555555,46.666666666666664,110.38888888888889,67.55555555555556,133.77777777777777,2.5555555555555554,5.888888888888889,0.6111111111111112,298.55555555555554,0.5,30.5,50.5,75.0,107.0,3.5,5.5,0.0,445.0,0.6111111111111112,0.3333333333333333,18,1.0,0.0,2,1564.4395456730585,1532.6468808479626
7062,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Yana Santos vs Karol Rosa,Yana Santos,Karol Rosa,Karol Rosa,Decision - Split,900,0.0,95.0,156.0,151.0,213.0,0.0,0.0,0.0,233.0,0.0,66.0,130.0,117.0,181.0,1.0,1.0,0.0,41.0,0.0,44.625,79.75,119.375,168.0,1.0,1.875,0.125,291.5,0.14285714285714285,67.14285714285714,124.71428571428571,102.42857142857143,165.57142857142858,0.42857142857142855,2.142857142857143,0.0,111.14285714285714,0.5,0.0,8,0.7142857142857143,0.0,7,1505.3605908462891,1536.9505446997193
7063,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Guram Kutateladze vs Elves Brener,Guram Kutateladze,Elves Brener,Elves Brener,KO/TKO,797,0.0,85.0,163.0,99.0,177.0,1.0,3.0,0.0,143.0,1.0,65.0,132.0,93.0,165.0,2.0,7.0,0.0,168.0,0.5,57.5,136.5,61.5,141.5,0.5,4.0,0.0,20.0,0.0,69.0,157.0,82.0,170.0,0.0,3.0,0.0,0.0,0.5,0.0,2,1.0,0.0,1,1502.0062017259906,1518.0308215557077
7064,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Ivana Petrovic vs Luana Carolina,Ivana Petrovic,Luana Carolina,Luana Carolina,Decision - Unanimous,900,0.0,22.0,62.0,77.0,122.0,2.0,6.0,2.0,251.0,0.0,41.0,87.0,112.0,167.0,1.0,3.0,0.0,345.0,,,,,,,,,,0.0,52.166666666666664,106.16666666666667,76.0,131.66666666666666,0.0,0.3333333333333333,0.16666666666666666,74.83333333333333,,,0,0.5,0.0,6,1500.0,1495.3314180285386
7065,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Alexandr Romanov vs Blagoy Ivanov,Alexandr Romanov,Blagoy Ivanov,Alexandr Romanov,Decision - Unanimous,900,0.0,85.0,154.0,104.0,180.0,2.0,3.0,0.0,173.0,0.0,44.0,108.0,44.0,108.0,0.0,0.0,0.0,0.0,0.0,28.142857142857142,55.42857142857143,43.857142857142854,75.71428571428571,2.5714285714285716,4.857142857142857,0.5714285714285714,273.7142857142857,0.14285714285714285,56.285714285714285,137.14285714285714,66.71428571428571,148.57142857142858,0.8571428571428571,1.8571428571428572,0.14285714285714285,84.42857142857143,0.7142857142857143,0.5714285714285714,7,0.42857142857142855,0.0,7,1541.0588995192782,1502.3093560661741
7066,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Brunno Ferreira vs Nursulton Ruziboev,Brunno Ferreira,Nursulton Ruziboev,Nursulton Ruziboev,KO/TKO,77,0.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,9.0,1.0,1.0,0.0,1.0,1.0,22.0,45.0,23.0,46.0,0.0,2.0,0.0,1.0,,,,,,,,,,1.0,1.0,1,,,0,1518.1774529196273,1500.0
7067,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Joanderson Brito vs Westin Wilson,Joanderson Brito,Westin Wilson,Joanderson Brito,KO/TKO,174,0.0,22.0,30.0,24.0,32.0,1.0,1.0,0.0,128.0,0.0,4.0,8.0,14.0,18.0,0.0,0.0,2.0,0.0,0.3333333333333333,19.333333333333332,44.0,22.333333333333332,47.0,1.3333333333333333,2.0,0.3333333333333333,128.66666666666666,,,,,,,,,,0.6666666666666666,0.6666666666666666,3,,,0,1517.7002571300154,1500.0
7068,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Ariane da Silva vs Melissa Gatto,Ariane da Silva,Melissa Gatto,Ariane da Silva,Decision - Split,900,0.0,66.0,149.0,81.0,166.0,1.0,1.0,0.0,47.0,0.0,85.0,186.0,100.0,201.0,0.0,7.0,0.0,177.0,0.3333333333333333,41.44444444444444,106.11111111111111,68.66666666666667,138.0,0.3333333333333333,0.7777777777777778,0.2222222222222222,123.11111111111111,0.3333333333333333,39.0,76.0,69.66666666666667,111.33333333333333,1.3333333333333333,4.0,0.3333333333333333,162.66666666666666,0.4444444444444444,0.1111111111111111,9,0.6666666666666666,0.3333333333333333,3,1493.8756819687164,1515.8250694107942
7069,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Max Griffin vs Michael Morales,Max Griffin,Michael Morales,Michael Morales,Decision - Unanimous,900,0.0,36.0,102.0,39.0,105.0,0.0,8.0,0.0,130.0,0.0,72.0,164.0,73.0,165.0,1.0,1.0,0.0,27.0,0.5714285714285714,53.642857142857146,106.71428571428571,65.78571428571429,120.64285714285714,1.3571428571428572,2.7142857142857144,0.2857142857142857,132.5,0.0,36.0,64.0,39.0,67.5,1.0,6.0,0.5,91.5,0.5,0.21428571428571427,14,1.0,1.0,2,1528.0313268268674,1532.6916062308485
7070,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Damir Ismagulov vs Grant Dawson,Damir Ismagulov,Grant Dawson,Grant Dawson,Decision - Unanimous,900,0.0,13.0,28.0,35.0,54.0,0.0,0.0,0.0,8.0,0.0,30.0,57.0,84.0,128.0,3.0,5.0,1.0,744.0,0.16666666666666666,56.666666666666664,132.83333333333334,85.83333333333333,166.83333333333334,1.1666666666666667,4.166666666666667,0.0,195.66666666666666,0.0,32.285714285714285,64.14285714285714,58.57142857142857,95.85714285714286,1.7142857142857142,5.857142857142857,0.8571428571428571,179.71428571428572,0.8333333333333334,0.0,6,1.0,0.7142857142857143,7,1556.8024005957905,1608.263037484273
7071,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Sean Strickland vs Abus Magomedov,Sean Strickland,Abus Magomedov,Sean Strickland,KO/TKO,560,1.0,81.0,188.0,81.0,188.0,0.0,0.0,0.0,10.0,0.0,47.0,101.0,47.0,101.0,1.0,2.0,0.0,23.0,0.2222222222222222,83.11111111111111,202.44444444444446,92.27777777777777,213.61111111111111,1.0,1.5555555555555556,0.2222222222222222,100.44444444444444,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.2222222222222222,18,1.0,1.0,1,1608.1612958949095,1514.764564914028
7072,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Ismael Bonfim vs Benoit Saint Denis,Ismael Bonfim,Benoit Saint Denis,Benoit Saint Denis,Submission,288,0.0,14.0,24.0,15.0,26.0,0.0,0.0,0.0,10.0,0.0,13.0,33.0,35.0,58.0,2.0,7.0,2.0,177.0,1.0,34.0,49.0,38.0,53.0,1.0,4.0,0.0,47.0,0.0,31.666666666666668,65.0,51.333333333333336,87.66666666666667,2.0,7.333333333333333,0.6666666666666666,159.66666666666666,1.0,1.0,1,0.6666666666666666,0.6666666666666666,3,1517.424279436745,1518.224786655786
7073,UFC 290: Volkanovski vs. Rodriguez,2023-07-08,Vitor Petrino vs Marcin Prachnio,Vitor Petrino,Marcin Prachnio,Vitor Petrino,Submission,822,0.0,44.0,81.0,72.0,111.0,4.0,6.0,2.0,519.0,0.0,55.0,88.0,147.0,185.0,0.0,1.0,0.0,18.0,0.0,39.0,82.0,60.0,104.0,7.0,9.0,1.0,373.0,0.14285714285714285,45.42857142857143,88.71428571428571,53.42857142857143,96.85714285714286,0.7142857142857143,2.0,0.0,52.57142857142857,1.0,0.0,1,0.42857142857142855,0.14285714285714285,7,1515.3336523155008,1489.6292032264423
7074,UFC 290: Volkanovski vs. Rodriguez,2023-07-08,Cameron Saaiman vs Terrence Mitchell,Cameron Saaiman,Terrence Mitchell,Cameron Saaiman,KO/TKO,190,0.0,18.0,32.0,23.0,38.0,2.0,2.0,1.0,97.0,0.0,3.0,7.0,6.0,11.0,1.0,2.0,0.0,66.0,0.5,85.0,164.5,125.5,210.5,0.5,0.5,0.0,318.0,,,,,,,,,,1.0,0.5,2,,,0,1531.83393118468,1500.0
7075,UFC 290: Volkanovski vs. Rodriguez,2023-07-08,Tatsuro Taira vs Edgar Chairez,Tatsuro Taira,Edgar Chairez,Tatsuro Taira,Decision - Unanimous,900,0.0,61.0,78.0,121.0,148.0,2.0,3.0,1.0,593.0,1.0,25.0,38.0,26.0,39.0,0.0,0.0,2.0,25.0,0.3333333333333333,26.666666666666668,41.333333333333336,41.666666666666664,61.0,1.6666666666666667,4.666666666666667,2.3333333333333335,341.6666666666667,,,,,,,,,,1.0,0.6666666666666666,3,,,0,1545.8259995105109,1500.0
